0 1
0.01 0.995
0.03 0.985002
0.07 0.965029
0.127025 0.936658
0.181402 0.909796
0.235933 0.883125
0.290268 0.856896
0.344448 0.831161
0.398466 0.805998
0.452318 0.781474
0.506002 0.757658
0.559517 0.734611
0.612862 0.712395
0.666034 0.691064
0.719034 0.670671
0.771862 0.651264
0.824519 0.632889
0.877007 0.615586
0.929327 0.599391
0.981483 0.584339
1.03348 0.570457
1.08532 0.557772
1.13702 0.546307
1.18858 0.536079
1.24002 0.527105
1.29133 0.519398
1.34255 0.512968
1.39367 0.507823
1.44472 0.503968
1.49572 0.501408
1.54669 0.500145
1.59763 0.50018
1.64858 0.501512
1.69955 0.504139
1.75056 0.508057
1.80163 0.513262
1.85278 0.519747
1.90402 0.527504
1.95537 0.53652
2.00683 0.546784
2.05843 0.558278
2.11016 0.570983
2.16205 0.584878
2.21409 0.599937
2.26628 0.616129
2.31865 0.633424
2.37118 0.651783
2.42388 0.671167
2.47675 0.691531
2.52979 0.712827
2.583 0.735005
2.63639 0.758007
2.68994 0.781775
2.74367 0.806247
2.79756 0.831356
2.85161 0.857034
2.90583 0.883207
2.9602 0.909803
3.01474 0.936741
3.06942 0.963944
3.12425 0.991329
3.17923 1.01881
3.23434 1.04631
3.28959 1.07373
3.34498 1.10099
3.40049 1.12801
3.45613 1.15469
3.51188 1.18094
3.56775 1.20669
3.62373 1.23184
3.67981 1.2563
3.73599 1.28001
3.79227 1.30286
3.84863 1.32479
3.90508 1.34572
3.96161 1.36558
4.01821 1.38429
4.07488 1.40179
4.13161 1.41802
4.1884 1.43292
4.24525 1.44643
4.30214 1.45851
4.35907 1.46911
4.41604 1.4782
4.47303 1.48575
4.53006 1.49171
4.5871 1.49608
4.64416 1.49884
4.70122 1.49997
4.75829 1.49947
4.81536 1.49735
4.87242 1.49361
4.92946 1.48827
4.98649 1.48133
5.04349 1.47284
5.10047 1.46282
5.1574 1.4513
5.2143 1.43833
5.27115 1.42396
5.32795 1.40822
5.38469 1.39119
5.44137 1.37293
5.49799 1.35348
5.55453 1.33293
5.61099 1.31135
5.66737 1.28881
5.72366 1.26539
5.77985 1.24117
5.83595 1.21624
5.89195 1.19067
5.94783 1.16455
6.0036 1.13798
6.05926 1.11103
6.11479 1.0838
6.17019 1.05638
6.22547 1.02884
6.2806 1.00129
6.3356 0.973806
6.39045 0.946471
6.44515 0.91937
6.4997 0.892585
6.5541 0.866194
6.60834 0.840274
6.66241 0.814899
6.71632 0.790139
6.77007 0.766063
6.82364 0.742735
6.87705 0.720216
6.93028 0.698563
6.98334 0.67783
7.03623 0.658067
7.08895 0.639319
7.1415 0.621629
7.19388 0.605036
7.24609 0.589572
7.29815 0.57527
7.35004 0.562156
7.40179 0.550253
7.4534 0.539582
7.50488 0.53016
7.55624 0.522
7.60748 0.515114
7.65864 0.509509
7.70972 0.505194
7.76073 0.502172
7.8117 0.500447
7.86265 0.500019
7.9136 0.500888
7.96456 0.503054
8.01555 0.506512
8.0666 0.511259
8.11772 0.517289
8.16893 0.524593
8.22023 0.533162
8.27166 0.542983
8.3232 0.55404
8.37489 0.566316
8.42672 0.57979
8.4787 0.594436
8.53084 0.610228
8.58315 0.627134
8.63562 0.645118
8.68825 0.664141
8.74106 0.684161
8.79404 0.705131
8.8472 0.727001
8.90052 0.749715
8.95402 0.773217
9.00768 0.797446
9.06151 0.822336
9.11551 0.847819
9.16967 0.873824
9.22399 0.900278
9.27846 0.927103
9.33309 0.954221
9.38787 0.98155
9.4428 1.00901
9.49786 1.03651
9.55307 1.06397
9.60841 1.0913
9.66387 1.11841
9.71947 1.14522
9.77518 1.17164
9.83101 1.19757
9.88695 1.22295
9.94299 1.24766
9.99914 1.27165
10.0554 1.29482
10.1117 1.31709
10.1681 1.33838
10.2246 1.35863
10.2812 1.37775
10.3379 1.39569
10.3946 1.41238
10.4513 1.42776
10.5082 1.44177
10.565 1.45437
10.622 1.46551
10.6789 1.47514
10.7359 1.48324
10.7929 1.48977
10.8499 1.49471
10.907 1.49804
10.9641 1.49975
11.0211 1.49984
11.0782 1.49829
11.1353 1.49513
11.1923 1.49035
11.2493 1.48399
11.3064 1.47605
11.3633 1.46657
11.4203 1.45558
11.4772 1.44312
11.5341 1.42924
11.5909 1.41398
11.6477 1.39741
11.7044 1.37958
11.761 1.36054
11.8176 1.34038
11.8741 1.31916
11.9305 1.29695
11.9868 1.27384
12.043 1.24989
12.0991 1.2252
12.1552 1.19985
12.2111 1.17392
12.2669 1.1475
12.3226 1.12067
12.3782 1.09354
12.4336 1.06617
12.489 1.03867
12.5441 1.01111
12.5992 0.983592
12.6541 0.956194
12.7089 0.929
12.7635 0.902093
12.8179 0.875552
12.8722 0.849456
12.9263 0.823878
12.9803 0.798891
13.0341 0.774564
13.0877 0.750962
13.1412 0.728148
13.1945 0.70618
13.2476 0.685113
13.3006 0.664999
13.3534 0.645884
13.406 0.627812
13.4584 0.610823
13.5107 0.594953
13.5628 0.580234
13.6147 0.566693
13.6665 0.554356
13.7182 0.543244
13.7697 0.533375
13.8211 0.524764
13.8724 0.517422
13.9236 0.51136
13.9747 0.506584
14.0257 0.503101
14.0767 0.500913
14.1277 0.500023
14.1786 0.50043
14.2296 0.502133
14.2806 0.505131
14.3316 0.50942
14.3827 0.514993
14.4338 0.521844
14.4851 0.529963
14.5365 0.539339
14.588 0.549957
14.6396 0.561801
14.6914 0.57485
14.7433 0.589082
14.7954 0.604469
14.8477 0.620981
14.9001 0.638585
14.9527 0.657243
15.0054 0.676913
15.0583 0.697549
15.1114 0.719104
15.1647 0.741524
15.2181 0.764752
15.2717 0.788729
15.3255 0.81339
15.3794 0.83867
15.4335 0.864498
15.4878 0.8908
15.5422 0.917502
15.5968 0.944525
15.6515 0.971788
15.7064 0.99921
15.7614 1.02671
15.8166 1.05419
15.8718 1.08158
15.9273 1.10878
15.9828 1.1357
16.0385 1.16227
16.0943 1.18839
16.1502 1.21397
16.2062 1.23893
16.2623 1.26319
16.3185 1.28666
16.3748 1.30925
16.4312 1.33091
16.4877 1.35153
16.5442 1.37107
16.6008 1.38944
16.6575 1.40658
16.7143 1.42243
