100 0.165699 0.0215927
200 0.115204 0.0184073
400 0.08 0.0584073
800 0.056832 0.0484073
1600 0.0409952 0.00340735
3200 0.0286903 0.0271573
6400 0.0204373 0.0102823
12800 0.0144844 0.00496985
25600 0.0102638 3.01536e-05
51200 0.00727027 0.00417078
102400 0.00514802 0.00749109
204800 0.00362831 0.000282346
409600 0.00256715 0.00114343
819200 0.00181428 0.000116331
